id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
4279	lene berggraf (2013)	"<table><tr><td>Authors:</td><td>lene berggraf; pål ulvenes; asle hoffart; leigh mccullough; bruce e. wampold</td></tr><tr><td>Title:</td><td>growth in sense of self and sense of others predicts reduction in interpersonal problems in short-term dynamic but not in cognitive therapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 24(4), 456-469</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2013.840401	-0.5103	-0.2638	1	285	380	0.2143	12	2013	0.2143	12
4280	paul j. williams & dominic julie a. hird (1997)	"<table><tr><td>Authors:</td><td>paul j. williams & dominic julie a. hird</td></tr><tr><td>Title:</td><td>survey of attendance at a community-based anger control group treatment programme with reference to source of referral, age of client and external motivating features</td></tr><tr><td>Source:</td><td>journal of mental health, 6(1), 47-54</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638239719030	-0.7828	0.4848	1	7	7	0.1218	22	1997	0.1218	22
4282	nadia hoffman (2017)	"<table><tr><td>Authors:</td><td>nadia hoffman; p.s. sterkenburg; esmé van rensburg</td></tr><tr><td>Title:</td><td>the effect of technology assisted therapy for intellectually and visually impaired adults suffering from separation anxiety: conquering the fear</td></tr><tr><td>Source:</td><td>assistive technology, 31(2), 98-105</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10400435.2017.1371813	-0.6566	0.2805	1	17	19	0.2471	9	2017	0.2471	9
4283	marie e. winter (2023)	"<table><tr><td>Authors:</td><td>marie e. winter; paul b. freeman; mitch griffin; andrew soundy; ian maynard</td></tr><tr><td>Title:</td><td>exploring the processes of evidence-informed decision-making in applied sport psychology</td></tr><tr><td>Source:</td><td>journal of applied sport psychology, 36(3), 499-518</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10413200.2023.2286950	-0.5587	-0.0895	1	15	15	0.4829	1	2023	0.4829	1
4284	andrea thomas (2012)	"<table><tr><td>Authors:</td><td>andrea thomas; helmut kirchmann; holger suess; sonja bräutigam; bernhard strauß</td></tr><tr><td>Title:</td><td>motivational determinants of interpersonal distress: how interpersonal goals are related to interpersonal problems</td></tr><tr><td>Source:</td><td>psychotherapy research, 22(5), 489-501</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2012.676531	-0.2819	-0.3003	1	107	126	0.1218	8	2012	0.1218	8
4285	gillian e. hardy david a. shapiro william b (1998)	"<table><tr><td>Authors:</td><td>gillian e. hardy david a. shapiro william b</td></tr><tr><td>Title:</td><td>when and why does cognitive-behavioural treatment appear more effective than psychodynamic-interpersonal treatment? discussion of the findings from the second sheffield psychotherapy project</td></tr><tr><td>Source:</td><td>journal of mental health, 7(2), 179-190</td></tr><tr><td>Year:</td><td>1998</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638239818229	-1.0494	0.0128	1	187	223	0.138	11	1998	0.138	11
4286	suzanne jolley colette hirsch (2000)	"<table><tr><td>Authors:</td><td>suzanne jolley colette hirsch</td></tr><tr><td>Title:</td><td>a study of outcome in a clinical psychology service and preliminary evaluation of cognitive-behavioural therapy in real practice</td></tr><tr><td>Source:</td><td>journal of mental health, 9(5), 537-549</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638230020005264	-0.25	0.1187	1	268	304	0.0402	6	2000	0.0402	6
4287	louis g. castonguay (2015)	"<table><tr><td>Authors:</td><td>louis g. castonguay; catherine f. eubanks; marvin r. goldfried; j. christopher muran; wolfgang lutz</td></tr><tr><td>Title:</td><td>research on psychotherapy integration: building on the past, looking to the future</td></tr><tr><td>Source:</td><td>psychotherapy research, 25(3), 365-382</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2015.1014010	-0.6682	-0.013	1	697	1087	1.7634	92	2015	1.7634	92
4288	matt blanchard (2018)	"<table><tr><td>Authors:</td><td>matt blanchard; barry a. farber</td></tr><tr><td>Title:</td><td>“it is never okay to talk about suicide”: patients’ reasons for concealing suicidal ideation in psychotherapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 30(1), 124-136</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2018.1543977	-0.9409	-0.2422	2	13	21	2.3829	87	2018	2.3829	87
4289	antonio pascual‐leone (2017)	"<table><tr><td>Authors:</td><td>antonio pascual‐leone</td></tr><tr><td>Title:</td><td>how clients “change emotion with emotion”: a programme of research on emotional processing</td></tr><tr><td>Source:</td><td>psychotherapy research, 28(2), 165-182</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2017.1349350	-0.5515	-0.3378	1	153	276	2.1414	78	2017	2.1414	78
4290	shelley mcmain (2015)	"<table><tr><td>Authors:</td><td>shelley mcmain; michelle g. newman; zindel v. segal; robert j. derubeis</td></tr><tr><td>Title:</td><td>cognitive behavioral therapy: current status and future research directions</td></tr><tr><td>Source:</td><td>psychotherapy research, 25(3), 321-329</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2014.1002440	0.1247	-0.1481	8	640	814	1.38	72	2015	1.38	72
4291	sigal zilcha‐mano (2018)	"<table><tr><td>Authors:</td><td>sigal zilcha‐mano</td></tr><tr><td>Title:</td><td>major developments in methods addressing for whom psychotherapy may work and why</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(6), 693-708</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2018.1429691	-0.4586	-0.2703	1	652	1051	1.7803	65	2018	1.7803	65
4292	shigeru iwakabe (2023)	"<table><tr><td>Authors:</td><td>shigeru iwakabe; kaori nakamura; nathan c. thoma</td></tr><tr><td>Title:</td><td>enhancing emotion regulation</td></tr><tr><td>Source:</td><td>psychotherapy research, 33(7), 918-945</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2023.2183155	-0.1254	-0.5522	2	702	1055	3.8631	8	2023	3.8631	8
4293	william b. stiles (2014)	"<table><tr><td>Authors:</td><td>william b. stiles; clara e. hill; robert elliott</td></tr><tr><td>Title:</td><td>looking both ways</td></tr><tr><td>Source:</td><td>psychotherapy research, 25(3), 282-293</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2014.981681	-0.7396	-0.1187	1	322	442	0.8185	46	2014	0.8185	46
4294	jacques p. barber (2014)	"<table><tr><td>Authors:</td><td>jacques p. barber; sigal zilcha‐mano; robert gallop; marna s. barrett; kevin s. mccarthy; ulrike dinger</td></tr><tr><td>Title:</td><td>the associations among improvement and alliance expectations, alliance during treatment, and treatment outcome for major depressive disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 24(3), 257-268</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2013.871080	-0.5409	-0.2326	1	563	846	0.8007	45	2014	0.8007	45
4295	tim kaiser (2023)	"<table><tr><td>Authors:</td><td>tim kaiser; eva‐lotta brakemeier; philipp herzog</td></tr><tr><td>Title:</td><td>what if we wait? using synthetic waiting lists to estimate treatment effects in routine outcome data</td></tr><tr><td>Source:</td><td>psychotherapy research, 33(8), 1043-1057</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2023.2182241	-0.2385	-0.1715	4	736	845	2.8973	6	2023	2.8973	6
4296	carly yasinski (2019)	"<table><tr><td>Authors:</td><td>carly yasinski; adele m. hayes; c. beth ready; anna abel; nora görg; willem kuyken</td></tr><tr><td>Title:</td><td>processes of change in cognitive behavioral therapy for treatment-resistant depression: psychological flexibility, rumination, avoidance, and emotional processing</td></tr><tr><td>Source:</td><td>psychotherapy research, 30(8), 983-997</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2019.1699972	-0.0481	-0.2721	2	1289	1832	1.1963	28	2019	1.1963	28
4297	martin grosse holtforth (2017)	"<table><tr><td>Authors:</td><td>martin grosse holtforth; tobias krieger; johannes zimmermann; david altenstein-yamanaka; nadja dörig; laurence meisch; adele m. hayes</td></tr><tr><td>Title:</td><td>a randomized-controlled trial of cognitive–behavioral therapy for depression with integrated techniques from emotion-focused and exposure therapies</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(1), 30-44</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2017.1397796	0.1304	-0.0584	4	987	1386	0.7687	28	2017	0.7687	28
4298	dina zalaznik (2021)	"<table><tr><td>Authors:</td><td>dina zalaznik; asher y. strauss; asala halaj; snir barzilay; isaac fradkin; benjamin a. katz; tal ganor; david daniel ebert; gerhard andersson; jonathan d. huppert</td></tr><tr><td>Title:</td><td>patient alliance with the program predicts treatment outcomes whereas alliance with the therapist predicts adherence in internet-based therapy for panic disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 31(8), 1022-1035</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2021.1882712	0.0579	-0.2389	5	251	355	2.2018	19	2021	2.2018	19
4299	jake linardon (2018b)	"<table><tr><td>Authors:</td><td>jake linardon; ellen e. fitzsimmons‐craft; leah brennan; mary barillaro; denise e. wilfley</td></tr><tr><td>Title:</td><td>dropout from interpersonal psychotherapy for mental health disorders: a systematic review and meta-analysis</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(7), 870-881</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2018.1497215	-0.0587	-0.1704	1	242	322	0.6573	24	2018	0.6573	24
4300	espen folmo (2020)	"<table><tr><td>Authors:</td><td>espen folmo; erik stänicke; merete selsbakk johansen; geir pedersen; elfrida hartveit kvarstein</td></tr><tr><td>Title:</td><td>development of therapeutic alliance in mentalization-based treatment—goals, bonds, and tasks in a specialized treatment for borderline personality disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 31(5), 604-618</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2020.1831097	-0.5967	-0.1833	1	647	826	1.1431	18	2020	1.1431	18
4301	mick cooper (2023)	"<table><tr><td>Authors:</td><td>mick cooper; gina di malta; sarah knox; hanne weie oddli; joshua k. swift</td></tr><tr><td>Title:</td><td>patient perspectives on working with preferences in psychotherapy: a consensual qualitative research study</td></tr><tr><td>Source:</td><td>psychotherapy research, 33(8), 1117-1131</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2022.2161967	-0.2837	-0.2641	1	285	360	1.4486	3	2023	1.4486	3
4302	katie o’brien (2017)	"<table><tr><td>Authors:</td><td>katie o’brien; nora o'keeffe; hannah cullen; aoife durcan; ladislav timulák; james mcelvaney</td></tr><tr><td>Title:</td><td>emotion-focused perspective on generalized anxiety disorder: a qualitative analysis of clients’ in-session presentations</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(4), 524-540</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2017.1373206	0.0362	-0.4619	4	819	1111	0.5765	21	2017	0.5765	21
4303	lucia m. walsh (2018)	"<table><tr><td>Authors:</td><td>lucia m. walsh; mckenzie k. roddy; kelli scott; cara c. lewis; amanda jensen‐doss</td></tr><tr><td>Title:</td><td>a meta-analysis of the effect of therapist experience on outcomes for clients with internalizing disorders</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(7), 846-859</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2018.1469802	0.0114	-0.0335	4	770	918	0.5478	20	2018	0.5478	20
4304	meredith gunlicks‐stoessel (2017)	"<table><tr><td>Authors:</td><td>meredith gunlicks‐stoessel; ana westervelt; kristina reigstad; laura mufson; susanne lee</td></tr><tr><td>Title:</td><td>the role of attachment style in interpersonal psychotherapy for depressed adolescents</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(1), 78-85</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2017.1315465	-0.531	-0.1477	1	245	300	0.5216	19	2017	0.5216	19
4305	katharina t. e. morken (2017)	"<table><tr><td>Authors:</td><td>katharina t. e. morken; per–einar binder; nina arefjord; sigmund karterud</td></tr><tr><td>Title:</td><td>juggling thoughts and feelings: how do female patients with borderline symptomology and substance use disorder experience change in mentalization-based treatment?</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(2), 251-266</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2017.1325021	-0.8002	-0.3185	1	149	224	0.4393	16	2017	0.4393	16
4306	sebastian euler (2018a)	"<table><tr><td>Authors:</td><td>sebastian euler; esther stalujanis; gilles allenbach; stéphane kolly; yves de roten; jean‐nicolas despland; uëli kramer</td></tr><tr><td>Title:</td><td>dialectical behavior therapy skills training affects defense mechanisms in borderline personality disorder: an integrative approach of mechanisms in psychotherapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 29(8), 1074-1085</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2018.1497214	-0.3098	-0.3251	1	707	866	0.4382	16	2018	0.4382	16
4307	vidar blokhus ekroll (2016)	"<table><tr><td>Authors:</td><td>vidar blokhus ekroll; michael helge rønnestad</td></tr><tr><td>Title:</td><td>processes and changes experienced by clients during and after naturalistic good-outcome therapies conducted by experienced psychotherapists</td></tr><tr><td>Source:</td><td>psychotherapy research, 27(4), 450-468</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2015.1119326	-0.6152	-0.2444	1	292	357	0.2913	14	2016	0.2913	14
4308	michael j. constantino (2016)	"<table><tr><td>Authors:</td><td>michael j. constantino; alice e. coyne; erin l. mcvicar; rebecca m. ametrano</td></tr><tr><td>Title:</td><td>the relative association between individual difference variables and general psychotherapy outcome expectation in socially anxious individuals</td></tr><tr><td>Source:</td><td>psychotherapy research, 27(5), 583-594</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2016.1138336	-0.0006	-0.3395	7	384	549	0.2913	14	2016	0.2913	14
4309	jeanne c. watson (2019)	"<table><tr><td>Authors:</td><td>jeanne c. watson; evelyn mcmullen; aline rodrigues; meghan c. prosser</td></tr><tr><td>Title:</td><td>examining the role of therapists’ empathy and clients’ attachment styles on changes in clients’ affect regulation and outcome in the treatment of depression</td></tr><tr><td>Source:</td><td>psychotherapy research, 30(6), 693-705</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2019.1658912	-0.341	-0.1641	1	759	937	0.5982	14	2019	0.5982	14
4310	sarah i. f. daniel (2016)	"<table><tr><td>Authors:</td><td>sarah i. f. daniel; sofie folke; susanne lunn; matthias gondan; stig poulsen</td></tr><tr><td>Title:</td><td>mind the gap: in-session silences are associated with client attachment insecurity, therapeutic alliance, and treatment outcome</td></tr><tr><td>Source:</td><td>psychotherapy research, 28(2), 203-216</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2016.1177673	-0.8279	-0.1702	1	190	261	0.2705	13	2016	0.2705	13
